Census Region Code,Year,Age,Race,Deaths,Population,Crude Rate
CENS-R3,2010,5-14 years,White,74,11002641,0.7
CENS-R3,2010,15-24 years,American Indian or Alaska Native,20,210796,9.5
CENS-R3,2010,15-24 years,Asian or Pacific Islander,37,526697,7
CENS-R3,2010,15-24 years,Black or African American,231,3862692,6
CENS-R3,2010,15-24 years,White,1346,11488422,11.7
CENS-R3,2010,25-34 years,American Indian or Alaska Native,20,193301,10.3
CENS-R3,2010,25-34 years,Asian or Pacific Islander,39,649241,6
CENS-R3,2010,25-34 years,Black or African American,276,3234820,8.5
CENS-R3,2010,25-34 years,White,1913,11206654,17.1
CENS-R3,2010,35-44 years,American Indian or Alaska Native,20,172135,11.6
CENS-R3,2010,35-44 years,Asian or Pacific Islander,33,638397,5.2
CENS-R3,2010,35-44 years,Black or African American,240,3084097,7.8
CENS-R3,2010,35-44 years,White,2290,11476714,20
CENS-R3,2010,45-54 years,American Indian or Alaska Native,19,161035,Unreliable
CENS-R3,2010,45-54 years,Asian or Pacific Islander,45,482124,9.3
CENS-R3,2010,45-54 years,Black or African American,178,3192234,5.6
CENS-R3,2010,45-54 years,White,3136,12629994,24.8
CENS-R3,2010,55-64 years,Asian or Pacific Islander,29,331542,8.7
CENS-R3,2010,55-64 years,Black or African American,106,2255493,4.7
CENS-R3,2010,55-64 years,White,2281,10709918,21.3
CENS-R3,2010,65-74 years,Black or African American,41,1127652,3.6
CENS-R3,2010,65-74 years,White,1156,6958559,16.6
CENS-R3,2010,75-84 years,Black or African American,23,570289,4
CENS-R3,2010,75-84 years,White,779,4106858,19
CENS-R3,2010,85+ years,White,369,1589933,23.2
CENS-R3,2011,5-14 years,Black or African American,24,3646756,0.7
CENS-R3,2011,5-14 years,White,75,11071999,0.7
CENS-R3,2011,15-24 years,American Indian or Alaska Native,22,213703,10.3
CENS-R3,2011,15-24 years,Asian or Pacific Islander,35,534242,6.6
CENS-R3,2011,15-24 years,Black or African American,256,3915133,6.5
CENS-R3,2011,15-24 years,White,1438,11549558,12.5
CENS-R3,2011,25-34 years,American Indian or Alaska Native,24,197210,12.2
CENS-R3,2011,25-34 years,Asian or Pacific Islander,58,665028,8.7
CENS-R3,2011,25-34 years,Black or African American,291,3312375,8.8
CENS-R3,2011,25-34 years,White,1994,11405888,17.5
CENS-R3,2011,35-44 years,American Indian or Alaska Native,24,174277,13.8
CENS-R3,2011,35-44 years,Asian or Pacific Islander,32,665672,4.8
CENS-R3,2011,35-44 years,Black or African American,226,3060430,7.4
CENS-R3,2011,35-44 years,White,2252,11368469,19.8
CENS-R3,2011,45-54 years,American Indian or Alaska Native,15,163642,Unreliable
CENS-R3,2011,45-54 years,Asian or Pacific Islander,32,500742,6.4
CENS-R3,2011,45-54 years,Black or African American,199,3208798,6.2
CENS-R3,2011,45-54 years,White,3170,12564646,25.2
CENS-R3,2011,55-64 years,Asian or Pacific Islander,24,356654,6.7
CENS-R3,2011,55-64 years,Black or African American,93,2403650,3.9
CENS-R3,2011,55-64 years,White,2376,11109021,21.4
CENS-R3,2011,65-74 years,Asian or Pacific Islander,11,184024,Unreliable
CENS-R3,2011,65-74 years,Black or African American,56,1181634,4.7
CENS-R3,2011,65-74 years,White,1301,7187991,18.1
CENS-R3,2011,75-84 years,Black or African American,25,593055,4.2
CENS-R3,2011,75-84 years,White,814,4160618,19.6
CENS-R3,2011,85+ years,Black or African American,10,217495,Unreliable
CENS-R3,2011,85+ years,White,345,1672249,20.6
CENS-R3,2012,5-14 years,Black or African American,20,3681133,0.5
CENS-R3,2012,5-14 years,White,92,11134302,0.8
CENS-R3,2012,15-24 years,American Indian or Alaska Native,22,216406,10.2
CENS-R3,2012,15-24 years,Asian or Pacific Islander,48,554513,8.7
CENS-R3,2012,15-24 years,Black or African American,265,3956458,6.7
CENS-R3,2012,15-24 years,White,1495,11602609,12.9
CENS-R3,2012,25-34 years,American Indian or Alaska Native,11,199365,Unreliable
CENS-R3,2012,25-34 years,Asian or Pacific Islander,56,697931,8
CENS-R3,2012,25-34 years,Black or African American,303,3378318,9
CENS-R3,2012,25-34 years,White,2022,11529353,17.5
CENS-R3,2012,35-44 years,American Indian or Alaska Native,13,176979,Unreliable
CENS-R3,2012,35-44 years,Asian or Pacific Islander,58,695770,8.3
CENS-R3,2012,35-44 years,Black or African American,266,3075060,8.7
CENS-R3,2012,35-44 years,White,2311,11341358,20.4
CENS-R3,2012,45-54 years,American Indian or Alaska Native,14,164014,Unreliable
CENS-R3,2012,45-54 years,Asian or Pacific Islander,41,519784,7.9
CENS-R3,2012,45-54 years,Black or African American,190,3198397,5.9
CENS-R3,2012,45-54 years,White,3145,12449408,25.3
CENS-R3,2012,55-64 years,American Indian or Alaska Native,10,120017,Unreliable
CENS-R3,2012,55-64 years,Asian or Pacific Islander,28,376643,7.4
CENS-R3,2012,55-64 years,Black or African American,109,2500919,4.4
CENS-R3,2012,55-64 years,White,2523,11168047,22.6
CENS-R3,2012,65-74 years,Asian or Pacific Islander,20,202085,9.9
CENS-R3,2012,65-74 years,Black or African American,50,1255432,4
CENS-R3,2012,65-74 years,White,1367,7673466,17.8
CENS-R3,2012,75-84 years,Black or African American,36,603921,6
CENS-R3,2012,75-84 years,White,897,4209134,21.3
CENS-R3,2012,85+ years,White,391,1719954,22.7
CENS-R3,2013,5-14 years,Black or African American,25,3708169,0.7
CENS-R3,2013,5-14 years,White,111,11175168,1
CENS-R3,2013,15-24 years,American Indian or Alaska Native,15,219834,Unreliable
CENS-R3,2013,15-24 years,Asian or Pacific Islander,36,572507,6.3
CENS-R3,2013,15-24 years,Black or African American,266,3977497,6.7
CENS-R3,2013,15-24 years,White,1492,11617971,12.8
CENS-R3,2013,25-34 years,American Indian or Alaska Native,24,200511,12
CENS-R3,2013,25-34 years,Asian or Pacific Islander,55,720986,7.6
CENS-R3,2013,25-34 years,Black or African American,295,3441563,8.6
CENS-R3,2013,25-34 years,White,2065,11637362,17.7
CENS-R3,2013,35-44 years,American Indian or Alaska Native,19,179810,Unreliable
CENS-R3,2013,35-44 years,Asian or Pacific Islander,48,719536,6.7
CENS-R3,2013,35-44 years,Black or African American,231,3095378,7.5
CENS-R3,2013,35-44 years,White,2251,11327358,19.9
CENS-R3,2013,45-54 years,American Indian or Alaska Native,18,164783,Unreliable
CENS-R3,2013,45-54 years,Asian or Pacific Islander,45,543404,8.3
CENS-R3,2013,45-54 years,Black or African American,201,3187825,6.3
CENS-R3,2013,45-54 years,White,3042,12328734,24.7
CENS-R3,2013,55-64 years,American Indian or Alaska Native,12,124664,Unreliable
CENS-R3,2013,55-64 years,Asian or Pacific Islander,26,396930,6.6
CENS-R3,2013,55-64 years,Black or African American,122,2589779,4.7
CENS-R3,2013,55-64 years,White,2577,11307898,22.8
CENS-R3,2013,65-74 years,Asian or Pacific Islander,11,220964,Unreliable
CENS-R3,2013,65-74 years,Black or African American,53,1337223,4
CENS-R3,2013,65-74 years,White,1483,8033087,18.5
CENS-R3,2013,75-84 years,Asian or Pacific Islander,12,90881,Unreliable
CENS-R3,2013,75-84 years,Black or African American,22,620905,3.5
CENS-R3,2013,75-84 years,White,869,4285154,20.3
CENS-R3,2013,85+ years,White,422,1776019,23.8
CENS-R3,2014,5-14 years,Black or African American,31,3730454,0.8
CENS-R3,2014,5-14 years,White,133,11192146,1.2
CENS-R3,2014,15-24 years,American Indian or Alaska Native,21,222842,9.4
CENS-R3,2014,15-24 years,Asian or Pacific Islander,45,601549,7.5
CENS-R3,2014,15-24 years,Black or African American,294,3989997,7.4
CENS-R3,2014,15-24 years,White,1559,11635514,13.4
CENS-R3,2014,25-34 years,American Indian or Alaska Native,33,202766,16.3
CENS-R3,2014,25-34 years,Asian or Pacific Islander,53,758737,7
CENS-R3,2014,25-34 years,Black or African American,321,3532785,9.1
CENS-R3,2014,25-34 years,White,2131,11795672,18.1
CENS-R3,2014,35-44 years,American Indian or Alaska Native,30,182475,16.4
CENS-R3,2014,35-44 years,Asian or Pacific Islander,37,749068,4.9
CENS-R3,2014,35-44 years,Black or African American,251,3139885,8
CENS-R3,2014,35-44 years,White,2360,11322354,20.8
CENS-R3,2014,45-54 years,American Indian or Alaska Native,19,166392,Unreliable
CENS-R3,2014,45-54 years,Asian or Pacific Islander,43,576064,7.5
CENS-R3,2014,45-54 years,Black or African American,197,3173892,6.2
CENS-R3,2014,45-54 years,White,3087,12263331,25.2
CENS-R3,2014,55-64 years,Asian or Pacific Islander,33,419625,7.9
CENS-R3,2014,55-64 years,Black or African American,136,2675322,5.1
CENS-R3,2014,55-64 years,White,2745,11489294,23.9
CENS-R3,2014,65-74 years,Asian or Pacific Islander,15,243386,Unreliable
CENS-R3,2014,65-74 years,Black or African American,67,1427774,4.7
CENS-R3,2014,65-74 years,White,1626,8377481,19.4
CENS-R3,2014,75-84 years,Black or African American,31,641400,4.8
CENS-R3,2014,75-84 years,White,910,4377641,20.8
CENS-R3,2014,85+ years,Black or African American,11,246537,Unreliable
CENS-R3,2014,85+ years,White,434,1818290,23.9
CENS-R3,2015,5-14 years,Black or African American,22,3736311,0.6
CENS-R3,2015,5-14 years,White,131,11198835,1.2
CENS-R3,2015,15-24 years,American Indian or Alaska Native,21,223915,9.4
CENS-R3,2015,15-24 years,Asian or Pacific Islander,57,628389,9.1
CENS-R3,2015,15-24 years,Black or African American,307,3990968,7.7
CENS-R3,2015,15-24 years,White,1653,11622500,14.2
CENS-R3,2015,25-34 years,American Indian or Alaska Native,29,204489,14.2
CENS-R3,2015,25-34 years,Asian or Pacific Islander,67,799026,8.4
CENS-R3,2015,25-34 years,Black or African American,345,3620740,9.5
CENS-R3,2015,25-34 years,White,2276,11943164,19.1
CENS-R3,2015,35-44 years,American Indian or Alaska Native,20,185275,10.8
CENS-R3,2015,35-44 years,Asian or Pacific Islander,48,779071,6.2
CENS-R3,2015,35-44 years,Black or African American,228,3185760,7.2
CENS-R3,2015,35-44 years,White,2443,11327026,21.6
CENS-R3,2015,45-54 years,American Indian or Alaska Native,24,167827,14.3
CENS-R3,2015,45-54 years,Asian or Pacific Islander,58,607377,9.5
CENS-R3,2015,45-54 years,Black or African American,214,3171239,6.7
CENS-R3,2015,45-54 years,White,3107,12223921,25.4
CENS-R3,2015,55-64 years,American Indian or Alaska Native,19,135312,Unreliable
CENS-R3,2015,55-64 years,Asian or Pacific Islander,37,442354,8.4
CENS-R3,2015,55-64 years,Black or African American,129,2759053,4.7
CENS-R3,2015,55-64 years,White,2804,11713555,23.9
CENS-R3,2015,65-74 years,Asian or Pacific Islander,18,266316,Unreliable
CENS-R3,2015,65-74 years,Black or African American,60,1521078,3.9
CENS-R3,2015,65-74 years,White,1672,8694242,19.2
CENS-R3,2015,75-84 years,Black or African American,35,665479,5.3
CENS-R3,2015,75-84 years,White,977,4471930,21.8
CENS-R3,2015,85+ years,Black or African American,12,254931,Unreliable
CENS-R3,2015,85+ years,White,501,1864982,26.9
CENS-R3,2016,5-14 years,Black or African American,26,3740902,0.7
CENS-R3,2016,5-14 years,White,144,11211808,1.3
CENS-R3,2016,15-24 years,American Indian or Alaska Native,31,223479,13.9
CENS-R3,2016,15-24 years,Asian or Pacific Islander,80,636315,12.6
CENS-R3,2016,15-24 years,Black or African American,355,3962424,9
CENS-R3,2016,15-24 years,White,1734,11552423,15
CENS-R3,2016,25-34 years,American Indian or Alaska Native,33,207648,15.9
CENS-R3,2016,25-34 years,Asian or Pacific Islander,59,811312,7.3
CENS-R3,2016,25-34 years,Black or African American,412,3725477,11.1
CENS-R3,2016,25-34 years,White,2397,12064481,19.9
CENS-R3,2016,35-44 years,American Indian or Alaska Native,25,187100,13.4
CENS-R3,2016,35-44 years,Asian or Pacific Islander,55,791868,6.9
CENS-R3,2016,35-44 years,Black or African American,237,3211812,7.4
CENS-R3,2016,35-44 years,White,2414,11294186,21.4
CENS-R3,2016,45-54 years,American Indian or Alaska Native,19,169334,Unreliable
CENS-R3,2016,45-54 years,Asian or Pacific Islander,54,629666,8.6
CENS-R3,2016,45-54 years,Black or African American,190,3178988,6
CENS-R3,2016,45-54 years,White,3006,12179918,24.7
CENS-R3,2016,55-64 years,American Indian or Alaska Native,14,139865,Unreliable
CENS-R3,2016,55-64 years,Asian or Pacific Islander,27,456187,5.9
CENS-R3,2016,55-64 years,Black or African American,143,2828525,5.1
CENS-R3,2016,55-64 years,White,2775,11907922,23.3
CENS-R3,2016,65-74 years,Asian or Pacific Islander,25,282934,8.8
CENS-R3,2016,65-74 years,Black or African American,76,1618236,4.7
CENS-R3,2016,65-74 years,White,1696,8996493,18.9
CENS-R3,2016,75-84 years,Asian or Pacific Islander,10,119222,Unreliable
CENS-R3,2016,75-84 years,Black or African American,25,690671,3.6
CENS-R3,2016,75-84 years,White,1025,4591628,22.3
CENS-R3,2016,85+ years,White,442,1903218,23.2
CENS-R3,2017,5-14 years,Black or African American,33,3758312,0.9
CENS-R3,2017,5-14 years,White,167,11250117,1.5
CENS-R3,2017,15-24 years,American Indian or Alaska Native,29,223625,13
CENS-R3,2017,15-24 years,Asian or Pacific Islander,73,658481,11.1
CENS-R3,2017,15-24 years,Black or African American,380,3928196,9.7
CENS-R3,2017,15-24 years,White,1849,11545306,16
CENS-R3,2017,25-34 years,American Indian or Alaska Native,36,211818,17
CENS-R3,2017,25-34 years,Asian or Pacific Islander,72,839353,8.6
CENS-R3,2017,25-34 years,Black or African American,459,3833335,12
CENS-R3,2017,25-34 years,White,2544,12192065,20.9
CENS-R3,2017,35-44 years,American Indian or Alaska Native,29,189441,15.3
CENS-R3,2017,35-44 years,Asian or Pacific Islander,62,828400,7.5
CENS-R3,2017,35-44 years,Black or African American,300,3262136,9.2
CENS-R3,2017,35-44 years,White,2501,11367886,22
CENS-R3,2017,45-54 years,American Indian or Alaska Native,19,170535,Unreliable
CENS-R3,2017,45-54 years,Asian or Pacific Islander,39,668949,5.8
CENS-R3,2017,45-54 years,Black or African American,198,3183386,6.2
CENS-R3,2017,45-54 years,White,3109,12093106,25.7
CENS-R3,2017,55-64 years,Asian or Pacific Islander,30,480200,6.2
CENS-R3,2017,55-64 years,Black or African American,143,2899815,4.9
CENS-R3,2017,55-64 years,White,2956,12065692,24.5
CENS-R3,2017,65-74 years,Asian or Pacific Islander,28,304325,9.2
CENS-R3,2017,65-74 years,Black or African American,73,1709518,4.3
CENS-R3,2017,65-74 years,White,1782,9253984,19.3
CENS-R3,2017,75-84 years,Asian or Pacific Islander,12,130159,Unreliable
CENS-R3,2017,75-84 years,Black or African American,30,719165,4.2
CENS-R3,2017,75-84 years,White,1036,4747922,21.8
CENS-R3,2017,85+ years,White,451,1927724,23.4
CENS-R3,2018,5-14 years,Asian or Pacific Islander,13,681575,Unreliable
CENS-R3,2018,5-14 years,Black or African American,45,3780647,1.2
CENS-R3,2018,5-14 years,White,170,11278891,1.5
CENS-R3,2018,15-24 years,American Indian or Alaska Native,27,224165,12
CENS-R3,2018,15-24 years,Asian or Pacific Islander,81,677990,11.9
CENS-R3,2018,15-24 years,Black or African American,370,3889035,9.5
CENS-R3,2018,15-24 years,White,1894,11562694,16.4
CENS-R3,2018,25-34 years,American Indian or Alaska Native,31,214628,14.4
CENS-R3,2018,25-34 years,Asian or Pacific Islander,86,862545,10
CENS-R3,2018,25-34 years,Black or African American,488,3928276,12.4
CENS-R3,2018,25-34 years,White,2517,12253856,20.5
CENS-R3,2018,35-44 years,American Indian or Alaska Native,27,192391,14
CENS-R3,2018,35-44 years,Asian or Pacific Islander,57,854390,6.7
CENS-R3,2018,35-44 years,Black or African American,288,3308389,8.7
CENS-R3,2018,35-44 years,White,2657,11479804,23.1
CENS-R3,2018,45-54 years,American Indian or Alaska Native,22,171414,12.8
CENS-R3,2018,45-54 years,Asian or Pacific Islander,62,691227,9
CENS-R3,2018,45-54 years,Black or African American,216,3161864,6.8
CENS-R3,2018,45-54 years,White,2972,11935411,24.9
CENS-R3,2018,55-64 years,American Indian or Alaska Native,21,149506,14
CENS-R3,2018,55-64 years,Asian or Pacific Islander,37,497693,7.4
CENS-R3,2018,55-64 years,Black or African American,186,2954717,6.3
CENS-R3,2018,55-64 years,White,3097,12186624,25.4
CENS-R3,2018,65-74 years,Asian or Pacific Islander,23,322914,7.1
CENS-R3,2018,65-74 years,Black or African American,75,1796905,4.2
CENS-R3,2018,65-74 years,White,1926,9453176,20.4
CENS-R3,2018,75-84 years,Asian or Pacific Islander,14,140083,Unreliable
CENS-R3,2018,75-84 years,Black or African American,38,752862,5
CENS-R3,2018,75-84 years,White,1160,4990746,23.2
CENS-R3,2018,85+ years,Black or African American,10,276658,Unreliable
CENS-R3,2018,85+ years,White,464,1960909,23.7
CENS-R3,2019,5-14 years,Black or African American,44,3790502,1.2
CENS-R3,2019,5-14 years,White,164,11302682,1.5
CENS-R3,2019,15-24 years,American Indian or Alaska Native,23,224745,10.2
CENS-R3,2019,15-24 years,Asian or Pacific Islander,88,678690,13
CENS-R3,2019,15-24 years,Black or African American,413,3854019,10.7
CENS-R3,2019,15-24 years,White,1836,11563201,15.9
CENS-R3,2019,25-34 years,American Indian or Alaska Native,40,217264,18.4
CENS-R3,2019,25-34 years,Asian or Pacific Islander,85,859519,9.9
CENS-R3,2019,25-34 years,Black or African American,444,4004735,11.1
CENS-R3,2019,25-34 years,White,2524,12290806,20.5
CENS-R3,2019,35-44 years,American Indian or Alaska Native,19,194716,Unreliable
CENS-R3,2019,35-44 years,Asian or Pacific Islander,60,871407,6.9
CENS-R3,2019,35-44 years,Black or African American,343,3356080,10.2
CENS-R3,2019,35-44 years,White,2608,11571894,22.5
CENS-R3,2019,45-54 years,American Indian or Alaska Native,24,172004,14
CENS-R3,2019,45-54 years,Asian or Pacific Islander,60,711697,8.4
CENS-R3,2019,45-54 years,Black or African American,229,3133334,7.3
CENS-R3,2019,45-54 years,White,2824,11746006,24
CENS-R3,2019,55-64 years,American Indian or Alaska Native,12,153543,Unreliable
CENS-R3,2019,55-64 years,Asian or Pacific Islander,41,513754,8
CENS-R3,2019,55-64 years,Black or African American,166,3001150,5.5
CENS-R3,2019,55-64 years,White,2960,12280142,24.1
CENS-R3,2019,65-74 years,Asian or Pacific Islander,21,341181,6.2
CENS-R3,2019,65-74 years,Black or African American,85,1893574,4.5
CENS-R3,2019,65-74 years,White,1862,9701785,19.2
CENS-R3,2019,75-84 years,Asian or Pacific Islander,15,150770,Unreliable
CENS-R3,2019,75-84 years,Black or African American,34,790269,4.3
CENS-R3,2019,75-84 years,White,1156,5185700,22.3
CENS-R3,2019,85+ years,Black or African American,11,282956,Unreliable
CENS-R3,2019,85+ years,White,496,1989634,24.9
CENS-R3,2020,5-14 years,American Indian or Alaska Native,10,233705,Unreliable
CENS-R3,2020,5-14 years,Black or African American,57,3843840,1.5
CENS-R3,2020,5-14 years,White,177,11271255,1.6
CENS-R3,2020,15-24 years,American Indian or Alaska Native,37,226441,16.3
CENS-R3,2020,15-24 years,Asian or Pacific Islander,89,692384,12.9
CENS-R3,2020,15-24 years,Black or African American,503,3848046,13.1
CENS-R3,2020,15-24 years,White,1865,11618668,16.1
CENS-R3,2020,25-34 years,American Indian or Alaska Native,36,220998,16.3
CENS-R3,2020,25-34 years,Asian or Pacific Islander,92,860752,10.7
CENS-R3,2020,25-34 years,Black or African American,561,4063410,13.8
CENS-R3,2020,25-34 years,White,2700,12341632,21.9
CENS-R3,2020,35-44 years,American Indian or Alaska Native,33,197034,16.7
CENS-R3,2020,35-44 years,Asian or Pacific Islander,57,892233,6.4
CENS-R3,2020,35-44 years,Black or African American,322,3414503,9.4
CENS-R3,2020,35-44 years,White,2602,11709848,22.2
CENS-R3,2020,45-54 years,American Indian or Alaska Native,15,173314,Unreliable
CENS-R3,2020,45-54 years,Asian or Pacific Islander,63,739476,8.5
CENS-R3,2020,45-54 years,Black or African American,191,3114743,6.1
CENS-R3,2020,45-54 years,White,2602,11634132,22.4
CENS-R3,2020,55-64 years,American Indian or Alaska Native,13,156577,Unreliable
CENS-R3,2020,55-64 years,Asian or Pacific Islander,45,528692,8.5
CENS-R3,2020,55-64 years,Black or African American,147,3035530,4.8
CENS-R3,2020,55-64 years,White,2589,12323385,21
CENS-R3,2020,65-74 years,Asian or Pacific Islander,25,362335,6.9
CENS-R3,2020,65-74 years,Black or African American,70,1992628,3.5
CENS-R3,2020,65-74 years,White,1759,9992184,17.6
CENS-R3,2020,75-84 years,Asian or Pacific Islander,14,162740,Unreliable
CENS-R3,2020,75-84 years,Black or African American,41,824145,5
CENS-R3,2020,75-84 years,White,1210,5353068,22.6
CENS-R3,2020,85+ years,White,503,2020721,24.9
CENS-R4,1999,5-14 years,White,43,7767372,0.6
CENS-R4,1999,15-24 years,American Indian or Alaska Native,61,244136,25
CENS-R4,1999,15-24 years,Asian or Pacific Islander,78,875294,8.9
CENS-R4,1999,15-24 years,Black or African American,51,525181,9.7
CENS-R4,1999,15-24 years,White,753,7255901,10.4
CENS-R4,1999,25-34 years,American Indian or Alaska Native,62,211342,29.3
CENS-R4,1999,25-34 years,Asian or Pacific Islander,93,985921,9.4
CENS-R4,1999,25-34 years,Black or African American,61,541241,11.3
CENS-R4,1999,25-34 years,White,1038,7691897,13.5
CENS-R4,1999,35-44 years,American Indian or Alaska Native,33,212948,15.5
CENS-R4,1999,35-44 years,Asian or Pacific Islander,67,969453,6.9
CENS-R4,1999,35-44 years,Black or African American,51,564991,9
CENS-R4,1999,35-44 years,White,1411,8356317,16.9
CENS-R4,1999,45-54 years,American Indian or Alaska Native,22,145824,15.1
CENS-R4,1999,45-54 years,Asian or Pacific Islander,63,755445,8.3
CENS-R4,1999,45-54 years,Black or African American,26,373230,7
CENS-R4,1999,45-54 years,White,1244,6782068,18.3
CENS-R4,1999,55-64 years,Asian or Pacific Islander,41,435444,9.4
CENS-R4,1999,55-64 years,Black or African American,16,218365,Unreliable
CENS-R4,1999,55-64 years,White,664,4199603,15.8
CENS-R4,1999,65-74 years,Asian or Pacific Islander,23,324274,7.1
CENS-R4,1999,65-74 years,Black or African American,11,138588,Unreliable
CENS-R4,1999,65-74 years,White,584,3147963,18.6
CENS-R4,1999,75-84 years,Asian or Pacific Islander,22,171494,12.8
CENS-R4,1999,75-84 years,White,589,2145973,27.4
CENS-R4,1999,85+ years,White,230,709808,32.4
CENS-R4,2000,5-14 years,White,59,7848045,0.8
CENS-R4,2000,15-24 years,American Indian or Alaska Native,67,253987,26.4
CENS-R4,2000,15-24 years,Asian or Pacific Islander,61,899075,6.8
CENS-R4,2000,15-24 years,Black or African American,43,537214,8
CENS-R4,2000,15-24 years,White,825,7408887,11.1
CENS-R4,2000,25-34 years,American Indian or Alaska Native,47,214939,21.9
CENS-R4,2000,25-34 years,Asian or Pacific Islander,84,1001194,8.4
CENS-R4,2000,25-34 years,Black or African American,57,533567,10.7
CENS-R4,2000,25-34 years,White,1002,7658843,13.1
CENS-R4,2000,35-44 years,American Indian or Alaska Native,44,218953,20.1
CENS-R4,2000,35-44 years,Asian or Pacific Islander,70,984004,7.1
CENS-R4,2000,35-44 years,Black or African American,46,570235,8.1
CENS-R4,2000,35-44 years,White,1372,8341843,16.4
CENS-R4,2000,45-54 years,American Indian or Alaska Native,13,154552,Unreliable
CENS-R4,2000,45-54 years,Asian or Pacific Islander,64,790512,8.1
CENS-R4,2000,45-54 years,Black or African American,26,391334,6.6
CENS-R4,2000,45-54 years,White,1271,6988318,18.2
CENS-R4,2000,55-64 years,Asian or Pacific Islander,31,453354,6.8
CENS-R4,2000,55-64 years,Black or African American,14,224302,Unreliable
CENS-R4,2000,55-64 years,White,640,4315999,14.8
CENS-R4,2000,65-74 years,Asian or Pacific Islander,22,330985,6.6
CENS-R4,2000,65-74 years,Black or African American,13,141105,Unreliable
CENS-R4,2000,65-74 years,White,534,3145581,17
CENS-R4,2000,75-84 years,Asian or Pacific Islander,30,179981,16.7
CENS-R4,2000,75-84 years,White,596,2176184,27.4
CENS-R4,2000,85+ years,Asian or Pacific Islander,12,47313,Unreliable
CENS-R4,2000,85+ years,White,210,728031,28.8
CENS-R4,2001,5-14 years,White,63,7881150,0.8
CENS-R4,2001,15-24 years,American Indian or Alaska Native,57,269948,21.1
CENS-R4,2001,15-24 years,Asian or Pacific Islander,64,940116,6.8
CENS-R4,2001,15-24 years,Black or African American,32,563425,5.7
CENS-R4,2001,15-24 years,White,750,7632745,9.8
CENS-R4,2001,25-34 years,American Indian or Alaska Native,40,218271,18.3
CENS-R4,2001,25-34 years,Asian or Pacific Islander,84,1049271,8
CENS-R4,2001,25-34 years,Black or African American,42,531420,7.9
CENS-R4,2001,25-34 years,White,1061,7632150,13.9
CENS-R4,2001,35-44 years,American Indian or Alaska Native,46,224796,20.5
CENS-R4,2001,35-44 years,Asian or Pacific Islander,69,1015515,6.8
CENS-R4,2001,35-44 years,Black or African American,52,576102,9
CENS-R4,2001,35-44 years,White,1324,8319755,15.9
CENS-R4,2001,45-54 years,American Indian or Alaska Native,25,165282,15.1
CENS-R4,2001,45-54 years,Asian or Pacific Islander,42,849295,4.9
CENS-R4,2001,45-54 years,Black or African American,36,417931,8.6
CENS-R4,2001,45-54 years,White,1330,7299449,18.2
CENS-R4,2001,55-64 years,Asian or Pacific Islander,37,486578,7.6
CENS-R4,2001,55-64 years,Black or African American,16,232904,Unreliable
CENS-R4,2001,55-64 years,White,730,4508274,16.2
CENS-R4,2001,65-74 years,Asian or Pacific Islander,32,344772,9.3
CENS-R4,2001,65-74 years,White,539,3156203,17.1
CENS-R4,2001,75-84 years,Asian or Pacific Islander,20,194748,10.3
CENS-R4,2001,75-84 years,White,543,2224821,24.4
CENS-R4,2001,85+ years,Asian or Pacific Islander,11,51986,Unreliable
CENS-R4,2001,85+ years,White,197,748487,26.3
CENS-R4,2002,5-14 years,White,57,7881676,0.7
CENS-R4,2002,15-24 years,American Indian or Alaska Native,65,282220,23
CENS-R4,2002,15-24 years,Asian or Pacific Islander,62,969445,6.4
CENS-R4,2002,15-24 years,Black or African American,41,581830,7
CENS-R4,2002,15-24 years,White,820,7764948,10.6
CENS-R4,2002,25-34 years,American Indian or Alaska Native,51,223317,22.8
CENS-R4,2002,25-34 years,Asian or Pacific Islander,90,1081134,8.3
CENS-R4,2002,25-34 years,Black or African American,61,532335,11.5
CENS-R4,2002,25-34 years,White,1083,7629937,14.2
CENS-R4,2002,35-44 years,American Indian or Alaska Native,47,228138,20.6
CENS-R4,2002,35-44 years,Asian or Pacific Islander,77,1035592,7.4
CENS-R4,2002,35-44 years,Black or African American,63,575965,10.9
CENS-R4,2002,35-44 years,White,1453,8240711,17.6
CENS-R4,2002,45-54 years,American Indian or Alaska Native,23,173060,13.3
CENS-R4,2002,45-54 years,Asian or Pacific Islander,62,888044,7
CENS-R4,2002,45-54 years,Black or African American,40,436147,9.2
CENS-R4,2002,45-54 years,White,1493,7407154,20.2
CENS-R4,2002,55-64 years,American Indian or Alaska Native,10,94135,Unreliable
CENS-R4,2002,55-64 years,Asian or Pacific Islander,34,522032,6.5
CENS-R4,2002,55-64 years,Black or African American,17,245751,Unreliable
CENS-R4,2002,55-64 years,White,876,4835174,18.1
CENS-R4,2002,65-74 years,Asian or Pacific Islander,34,355723,9.6
CENS-R4,2002,65-74 years,White,569,3173643,17.9
CENS-R4,2002,75-84 years,Asian or Pacific Islander,21,206236,10.2
CENS-R4,2002,75-84 years,White,577,2255214,25.6
CENS-R4,2002,85+ years,White,249,762824,32.6
CENS-R4,2003,5-14 years,White,46,7858416,0.6
CENS-R4,2003,15-24 years,American Indian or Alaska Native,74,295605,25
CENS-R4,2003,15-24 years,Asian or Pacific Islander,72,995197,7.2
CENS-R4,2003,15-24 years,Black or African American,54,596491,9.1
CENS-R4,2003,15-24 years,White,864,7854580,11
